Trans. Date,Post Date,Description,Amount,Category
03/08/2021,03/08/2021,"AMAZON.COM*UH78S1YY3 AMZN.COM/BILLWA1RKJMWBTX64",8.04,"Merchandise"
03/08/2021,03/08/2021,"AMAZON.COM*XS12Y13Z3 AMZN.COM/BILLWA74EVMM3KKSF",11.94,"Merchandise"
03/08/2021,03/08/2021,"LEVELUPMYTHB346988821 855-538-3542 MA",3.97,"Restaurants"
03/08/2021,03/08/2021,"TARGET BALTIMORE MD",20.00,"Supermarkets"
03/08/2021,03/10/2021,"BJS FUEL #9040 BALTIMORE MD",32.96,"Gasoline"
03/08/2021,03/10/2021,"BJS WHOLESALE #0040 BALTIMORE MD",19.99,"Warehouse Clubs"
03/08/2021,03/10/2021,"PAYPAL *ADIDASAMERI 402-935-7733 CA",10.69,"Merchandise"
03/08/2021,03/10/2021,"WEIS MARKETS 206 NOTTINGHAM MD",10.62,"Supermarkets"
03/09/2021,03/09/2021,"INTEREST CHARGE ON PURCHASES",58.72,"Interest"
03/09/2021,03/10/2021,"AMAZON.COM*T64C60BM3 AMZN.COM/BILLWA3YR98YYK6L8",5.03,"Merchandise"
03/09/2021,03/10/2021,"AMZN MKTP US*QR68F6I73 AMZN.COM/BILLWA19AJUNOFBMK",6.93,"Merchandise"
03/09/2021,03/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHQXGFLJWA0",2.99,"Merchandise"
03/09/2021,03/10/2021,"JACKS FINE FOOD & LIQUOR BALTIMORE MD",5.00,"Supermarkets"
03/09/2021,03/10/2021,"LEVELUPMYTHB347492579 855-538-3542 MA",0.27,"Restaurants"
03/10/2021,03/10/2021,"GIANT 2305 PARKVILLE MD01011R",11.77,"Supermarkets"
03/10/2021,03/10/2021,"LEVELUPMYTHB348035936 855-538-3542 MA",3.97,"Restaurants"
03/10/2021,03/10/2021,"SAFEWAY 1481 BALTIMORE MD",3.00,"Supermarkets"
03/10/2021,03/10/2021,"SAFEWAY 1481 BALTIMORE MD",10.00,"Supermarkets"
03/10/2021,03/10/2021,"WEIS MARKETS 206 NOTTINGHAM MD",45.29,"Supermarkets"
03/11/2021,03/11/2021,"AMAZON.COM*F78P65BK3 AMZN.COM/BILLWA1OTFH1RRVDI",13.14,"Merchandise"
03/11/2021,03/11/2021,"AMAZON.COM*ON4K82BZ3 AMZN.COM/BILLWA2Y115Y8L4MM",9.26,"Merchandise"
03/11/2021,03/11/2021,"AMAZON.COM*Z76PO2GQ3 AMZN.COM/BILLWA1YX7ASROLGX",20.13,"Merchandise"
03/11/2021,03/11/2021,"AMZN MKTP US*6D68764X3 AMZN.COM/BILLWA1LZD7QVNN77",6.14,"Merchandise"
03/11/2021,03/11/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
03/11/2021,03/11/2021,"LEVELUPMYTHB348578890 855-538-3542 MA",4.40,"Restaurants"
03/11/2021,03/11/2021,"RACE PACE BICYCLES TOWSON MD01111R",423.98,"Merchandise"
03/12/2021,03/12/2021,"HARRISTEETER #392 BALTIMORE MD",8.00,"Supermarkets"
03/12/2021,03/12/2021,"LEVELUPMYTHB349150992 855-538-3542 MA",3.97,"Restaurants"
03/12/2021,03/12/2021,"WALGREENS #6779 BALTIMORE MD",1.64,"Merchandise"
03/12/2021,03/12/2021,"WALGREENS #6779 BALTIMORE MD",2.06,"Merchandise"
03/12/2021,03/12/2021,"WALGREENS #6779 BALTIMORE MD",3.49,"Merchandise"
03/13/2021,03/13/2021,"HARRISTEETER #392 BALTIMORE MD",57.50,"Supermarkets"
03/13/2021,03/13/2021,"PANERA BREAD #203581 P NOTTINGHAM MD01304R",43.76,"Restaurants"
03/13/2021,03/13/2021,"TARGET BALTIMORE MD",11.65,"Supermarkets"
03/14/2021,03/14/2021,"AMAZON.COM*BT1KS7PO3 AMZN.COM/BILLWA217VLGTZ9AI",8.36,"Merchandise"
03/14/2021,03/14/2021,"RACE PACE BICYCLES TOWSON MD01424R",55.08,"Merchandise"
03/15/2021,03/15/2021,"AMZN MKTP US*T83UH93K3 AMZN.COM/BILLWA4ME8HVYGYKW",14.09,"Merchandise"
03/15/2021,03/15/2021,"LEVELUPMYTHB350782695 855-538-3542 MA",5.57,"Restaurants"
03/15/2021,03/15/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",14.50,"Restaurants"
03/15/2021,03/15/2021,"SPOTIFY P13E2D22CB 8777781161 NY",5.29,"Merchandise"
03/15/2021,03/15/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD01564R",15.59,"Supermarkets"
03/16/2021,03/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",185.27,"Services"
03/16/2021,03/16/2021,"BJS FUEL #9040 BALTIMORE MD",53.54,"Gasoline"
03/16/2021,03/16/2021,"FORTUNATO BROTHERS ABINGDON MD",38.00,"Restaurants"
03/16/2021,03/16/2021,"HARRISTEETER #392 BALTIMORE MD",101.64,"Supermarkets"
03/16/2021,03/16/2021,"LEVELUPMYTHB351304574 855-538-3542 MA",3.97,"Restaurants"
03/16/2021,03/16/2021,"PAYPAL *BR OUTLET 402-935-7733 CA",18.50,"Merchandise"
03/16/2021,03/16/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",21.19,"Restaurants"
03/16/2021,03/16/2021,"WEGMANS BEL AIR #53 ABINGDON MD",8.98,"Supermarkets"
03/17/2021,03/17/2021,"AFDS - CANTON BALTIMORE MD",250.00,"Services"
03/17/2021,03/17/2021,"HARRISTEETER #392 BALTIMORE MD",2.65,"Supermarkets"
03/17/2021,03/17/2021,"HONEY GROW #113 BALTIMORE MD",11.00,"Restaurants"
03/17/2021,03/17/2021,"SAFEWAY 1481 BALTIMORE MD",59.17,"Supermarkets"
03/17/2021,03/17/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",18.99,"Restaurants"
03/18/2021,03/18/2021,"CANTON MARKET BALTIMORE MD",2.79,"Supermarkets"
03/18/2021,03/18/2021,"ENCHANTED BALTIMORE MD",250.00,"Services"
03/18/2021,03/18/2021,"GIANT FOOD INC #144 BALTIMORE MD01839R",8.83,"Supermarkets"
03/18/2021,03/18/2021,"PABC MULTI SPACE 3 BALTIMORE MD",3.57,"Services"
03/18/2021,03/18/2021,"PABC MULTI SPACE 3 BALTIMORE MD",4.00,"Services"
03/18/2021,03/18/2021,"SAFEWAY 1481 BALTIMORE MD",6.35,"Supermarkets"
03/18/2021,03/18/2021,"SCREENCONNECT SOFTWARE 813-463-5795 FL",640.00,"Merchandise"
03/19/2021,03/19/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-38.21,"Awards and Rebate Credits"
03/19/2021,03/19/2021,"INTERNET PAYMENT - THANK YOU",-1353.07,"Payments and Credits"
03/19/2021,03/19/2021,"MD MOTOR VEHICLE WEB 410-7687299 MD",187.00,"Government Services"
03/19/2021,03/19/2021,"TORTILLERIA SINALOA BALTIMORE MD",37.00,"Restaurants"
03/20/2021,03/20/2021,"BJS FUEL #9040 BALTIMORE MD",53.03,"Gasoline"
03/20/2021,03/20/2021,"BP#8759086PIKESVILLE BP BALTIMORE MD",5.01,"Gasoline"
03/20/2021,03/20/2021,"SAM'S ONLINE CLUB BALTIMORE MD",119.49,"Warehouse Clubs"
03/20/2021,03/20/2021,"SUSHI HANA TOWSON MD",88.10,"Restaurants"
03/20/2021,03/20/2021,"TARGET PIKESVILLE MD",5.04,"Supermarkets"
03/20/2021,03/20/2021,"THE HOME DEPOT #2587 BALTIMORE MD",31.77,"Home Improvement"
03/20/2021,03/20/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02026R",2.64,"Supermarkets"
03/20/2021,03/20/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02054R",26.98,"Supermarkets"
03/21/2021,03/21/2021,"RACE PACE BICYCLES TOWSON MD02142R",10.59,"Merchandise"
03/21/2021,03/21/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02197R",4.55,"Supermarkets"
03/21/2021,03/21/2021,"WEIS MARKETS 206 NOTTINGHAM MD",53.46,"Supermarkets"
03/22/2021,03/22/2021,"AMAZON.COM*222RD8MU3 AMZN.COM/BILLWASAVQMT9CZZI",6.05,"Merchandise"
03/22/2021,03/22/2021,"AMZN MKTP US*3P6QN90Z3 AMZN.COM/BILLWA1NRY56ZSHXR",1.87,"Merchandise"
03/22/2021,03/22/2021,"BELTWAY ANIMAL HOSPITAL TOWSON MD",150.00,"Services"
03/23/2021,03/23/2021,"CHICK-FIL-A #03236 BALTIMORE MD",6.45,"Restaurants"
03/23/2021,03/23/2021,"LEVELUPMYTHB355567028 855-538-3542 MA",5.57,"Restaurants"
03/23/2021,03/23/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL464410551510328330001",168.51,"Services"
03/23/2021,03/23/2021,"WEIS MARKETS 206 NOTTINGHAM MD",57.14,"Supermarkets"
03/24/2021,03/24/2021,"AMAZON.COM*SY21R5463 AMZN.COM/BILLWA4ZU0EWJM328",3.17,"Merchandise"
03/24/2021,03/24/2021,"BJS WHOLESALE #0377 BALTIMORE MD",96.55,"Warehouse Clubs"
03/24/2021,03/24/2021,"LEVELUPMYTHB356141383 855-538-3542 MA",3.97,"Restaurants"
03/25/2021,03/25/2021,"BETA GAMMA SIGMA 314-432-5650 MO",75.00,"Services"
03/25/2021,03/25/2021,"INTERNET PAYMENT - THANK YOU",-800.00,"Payments and Credits"
03/25/2021,03/25/2021,"SAFEWAY 1481 BALTIMORE MD",6.98,"Supermarkets"
03/25/2021,03/25/2021,"VITAMINSHOPPE655 BALTIMORE MD02520R",5.14,"Supermarkets"
03/26/2021,03/26/2021,"LEVELUPMYTHB357370447 855-538-3542 MA",5.57,"Restaurants"
03/26/2021,03/26/2021,"ROYAL FARMS #100 BALTIMORE MD",6.52,"Gasoline"
03/26/2021,03/26/2021,"SAFEWAY 1481 BALTIMORE MD",53.95,"Supermarkets"
03/26/2021,03/26/2021,"SAFEWAY 1481 BALTIMORE MD",69.23,"Supermarkets"
03/26/2021,03/26/2021,"TARGET BALTIMORE MD",96.55,"Supermarkets"
03/27/2021,03/27/2021,"BJS FUEL #9040 BALTIMORE MD",46.46,"Gasoline"
03/27/2021,03/27/2021,"CLADDAGH PUB BALTIMORE MD",42.28,"Restaurants"
03/27/2021,03/27/2021,"HARBOR FREIGHT TOOLS 166 PARKVILLE MD",38.97,"Home Improvement"
03/27/2021,03/27/2021,"SAFEWAY 1880 BALTIMORE MD",5.31,"Supermarkets"
03/27/2021,03/27/2021,"SPROUTS FARMERS MARKET TOWSON MD",1.98,"Supermarkets"
03/27/2021,03/27/2021,"TARGET TOWSON MD",30.19,"Supermarkets"
03/27/2021,03/27/2021,"VIT*VITAMIN SHOPPE.COM 800-223-1216 NJWO23283445",3.70,"Supermarkets"
03/27/2021,03/27/2021,"VITAMINSHOPPE655 BALTIMORE MD02735R",3.70,"Supermarkets"
03/27/2021,03/27/2021,"WEIS MARKETS 228 TOWSON MD",0.53,"Supermarkets"
03/28/2021,03/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",8.47,"Services"
03/28/2021,03/28/2021,"RED ROBIN NO 450 TOWSON MD",21.00,"Restaurants"
03/28/2021,03/28/2021,"STARBUCKS STORE 22914 BEL AIR MD719774",8.38,"Restaurants"
03/28/2021,03/28/2021,"WEIS MARKETS 206 NOTTINGHAM MD",25.78,"Supermarkets"
03/29/2021,03/29/2021,"AMZN MKTP US*4E5UY31J3 AMZN.COM/BILLWA71YS90VTO8J",6.99,"Merchandise"
03/29/2021,03/29/2021,"AMZN MKTP US*5P5EF74S3 AMZN.COM/BILLWASTAQCSKA74Q",94.34,"Merchandise"
03/29/2021,03/29/2021,"SAMOS GREEK ISLAND GRI BALTIMORE MD",8.43,"Restaurants"
03/30/2021,03/30/2021,"ACE PARKING 4603 WASHINGTON DC",23.00,"Services"
03/30/2021,03/30/2021,"FOUNDING FARMERS DC WASHINGTON DC",121.00,"Restaurants"
03/30/2021,03/30/2021,"SQ *CREAM TO GO WASHINGTON DC0002305843013826116057",15.40,"Restaurants"
03/30/2021,03/30/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",5.00,"Restaurants"
03/30/2021,03/30/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",27.34,"Restaurants"
03/31/2021,03/31/2021,"BJS FUEL #9071 ABINGDOM MD",47.45,"Gasoline"
03/31/2021,03/31/2021,"INTERNET PAYMENT - THANK YOU",-450.00,"Payments and Credits"
03/31/2021,03/31/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",14.50,"Restaurants"
03/31/2021,03/31/2021,"PAYPAL *BOMBAS 402-935-7733 CA",54.28,"Merchandise"
03/31/2021,03/31/2021,"VITAMINSHOPPE655 BALTIMORE MD03149R",3.17,"Supermarkets"
04/01/2021,04/01/2021,"CHEGG ORDER 844-224-5952 CA",15.85,"Merchandise"
04/01/2021,04/01/2021,"DD/BR #342998 Q35 BALTIMORE MD",5.49,"Restaurants"
04/01/2021,04/01/2021,"HILTON DC F&B WASHINGTON DC",16.72,"Restaurants"
04/01/2021,04/01/2021,"LA SCALA RISTORANTE ITAL BALTIMORE MD",159.89,"Restaurants"
04/02/2021,04/02/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
04/02/2021,04/02/2021,"SHOYOU SUSHI BALTIMORE MD",46.40,"Restaurants"
04/03/2021,04/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA29TXAC8973K",0.50,"Services"
04/03/2021,04/03/2021,"CIVIC CYCLERY BEL AIR MD",53.00,"Merchandise"
04/03/2021,04/03/2021,"NEW CHEF BALTIMORE MD",16.45,"Restaurants"
04/03/2021,04/03/2021,"SAFEWAY 1481 BALTIMORE MD",6.49,"Supermarkets"
04/03/2021,04/03/2021,"SHOPRITE BEL AIR S1 BEL AIR MD001574264253",16.90,"Supermarkets"
04/03/2021,04/03/2021,"ULTA #696 BALTIMORE MD",29.68,"Merchandise"
04/03/2021,04/03/2021,"ULTA #696 BALTIMORE MD",41.34,"Merchandise"
04/03/2021,04/03/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",16.99,"Restaurants"
04/03/2021,04/03/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",28.09,"Restaurants"
04/03/2021,04/03/2021,"WALGREENS #6779 BALTIMORE MD",10.07,"Merchandise"
04/04/2021,04/04/2021,"GIANT FOOD INC #144 BALTIMORE MD00443R",2.14,"Supermarkets"
04/04/2021,04/04/2021,"GIANT FOOD INC #144 BALTIMORE MD00491R",2.38,"Supermarkets"
04/04/2021,04/04/2021,"HARRISTEETER #392 BALTIMORE MD",140.09,"Supermarkets"
04/04/2021,04/04/2021,"WEIS MARKETS 206 NOTTINGHAM MD",9.78,"Supermarkets"
04/05/2021,04/05/2021,"BJ'S FUEL #9377 BALTIMORE MD",34.23,"Gasoline"
04/05/2021,04/05/2021,"FIVE GUYS 122 QSR BALTIMORE MD",9.00,"Restaurants"
04/05/2021,04/05/2021,"INTERNET PAYMENT - THANK YOU",-1100.00,"Payments and Credits"
04/05/2021,04/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
04/05/2021,04/05/2021,"USPS PO 2304150034 BALTIMORE MD",3.20,"Government Services"
04/05/2021,04/05/2021,"VITAMINSHOPPE655 BALTIMORE MD00503R",2.64,"Supermarkets"
04/06/2021,04/06/2021,"AMAZON.COM*JA06P3BN3 AMZN.COM/BILLWA68IE38CKJA5",3.13,"Merchandise"
04/06/2021,04/06/2021,"CCBC BALTIMORE MD",815.00,"Education"
04/06/2021,04/06/2021,"LEVELUPMYTHB363548070 855-538-3542 MA",5.57,"Restaurants"
04/06/2021,04/06/2021,"REI.COM 800-426-4840 WAFDFBD4CE8F3E4FEA",83.95,"Merchandise"
04/06/2021,04/06/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00641R",8.17,"Supermarkets"
04/07/2021,04/07/2021,"AMAZON.COM*DZ6SE6L73 AMZN.COM/BILLWA6QSEDANRUS4",24.52,"Merchandise"
04/07/2021,04/07/2021,"BJS FUEL #9040 BALTIMORE MD",27.13,"Gasoline"
04/07/2021,04/07/2021,"FIESTA MEXICANA BALTIMORE MD",30.21,"Restaurants"
04/07/2021,04/07/2021,"SAFEWAY 1481 BALTIMORE MD",75.60,"Supermarkets"
04/08/2021,04/08/2021,"AMAZON.COM*BM3UB7LM3 AMZN.COM/BILLWA3XUHDWRXQPB",1.91,"Merchandise"
04/08/2021,04/08/2021,"AMAZON.COM*OW93A9LO3 AMZN.COM/BILLWA6870Q39KMEM",5.88,"Merchandise"
04/08/2021,04/08/2021,"AMAZON.COM*XX2MH26H3 AMZN.COM/BILLWA60DD40PVMIR",13.63,"Merchandise"
04/08/2021,04/08/2021,"AMAZON.COM*ZS4IV33D3 AMZN.COM/BILLWA1U81UOHYGYW",12.09,"Merchandise"
04/08/2021,04/08/2021,"AMZN MKTP US*0K09K86U3 AMZN.COM/BILLWA6MLSS78XOD1",40.28,"Merchandise"
04/08/2021,04/08/2021,"LEVELUPMYTHB364743481 855-538-3542 MA",15.69,"Restaurants"
04/08/2021,04/08/2021,"LEVELUPMYTHB364758050 855-538-3542 MA",4.35,"Restaurants"
04/08/2021,04/08/2021,"PAYPAL *JOSBANKCLOT 402-935-7733 CA",55.12,"Merchandise"
04/09/2021,04/09/2021,"INTEREST CHARGE ON PURCHASES",29.81,"Interest"
04/09/2021,04/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHS4H93SBA0",2.99,"Merchandise"
04/09/2021,04/10/2021,"BJS FUEL #9040 BALTIMORE MD",52.39,"Gasoline"
04/09/2021,04/10/2021,"LEVELUPMYTHB365336819 855-538-3542 MA",3.97,"Restaurants"
04/09/2021,04/10/2021,"SPROUTS FARMERS MARKET BEL AIR MD",34.79,"Supermarkets"
04/10/2021,04/10/2021,"GAMESTOP #4656 NOTTINGHAM MD",10.59,"Travel/ Entertainment"
04/10/2021,04/10/2021,"GAMESTOP #973 TOWSON MD",18.00,"Travel/ Entertainment"
04/10/2021,04/10/2021,"HARRISTEETER #392 BALTIMORE MD",10.21,"Supermarkets"
04/10/2021,04/10/2021,"IHOP #2121 ROSEDALE MD",52.78,"Restaurants"
04/10/2021,04/10/2021,"SAM'S ONLINE CLUB BALTIMORE MD",124.67,"Warehouse Clubs"
04/10/2021,04/10/2021,"ZIPS TOWSON TOWSON MD",19.92,"Services"
04/11/2021,04/11/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL480972031510328330001",164.76,"Services"
04/12/2021,04/12/2021,"RITA'S # 496 NOTTINGHAM MD",7.28,"Restaurants"
04/12/2021,04/12/2021,"VITAMINSHOPPE655 BALTIMORE MD01272R",2.59,"Supermarkets"
04/13/2021,04/13/2021,"AMZN MKTP US*ZT70Z8YF3 AMZN.COM/BILLWA4JS2HKB5DY5",6.67,"Merchandise"
04/13/2021,04/13/2021,"HARBOR FREIGHT TOOLS 166 PARKVILLE MD",44.50,"Home Improvement"
04/13/2021,04/13/2021,"IKEA BALTIMORE BALTIMORE MD",25.36,"Merchandise"
04/13/2021,04/13/2021,"LEVELUPMYTHB367645559 855-538-3542 MA",3.97,"Restaurants"
04/13/2021,04/13/2021,"PETCO COM 00069880730 SAN DIEGO CA",33.54,"Merchandise"
04/13/2021,04/13/2021,"WALGREENS #19924 BALTIMORE MD",1.33,"Merchandise"
04/14/2021,04/14/2021,"ARIGATO HIBACHI & SUSHI 410-882-2002 MD",26.18,"Restaurants"
04/14/2021,04/14/2021,"BALTIMORE GAS AND ELECTR 410-234-5000 MD",337.54,"Services"
04/14/2021,04/14/2021,"LEVELUPMYTHB368223351 855-538-3542 MA",0.27,"Restaurants"
04/15/2021,04/15/2021,"AMZN MKTP US*JB7V90113 AMZN.COM/BILLWA1MPOC7SQ78I",13.35,"Merchandise"
04/15/2021,04/15/2021,"HAUTLK RACK8889666283 888-966-6283 CA",252.98,"Department Stores"
04/15/2021,04/15/2021,"LEVELUPMYTHB368868954 855-538-3542 MA",5.57,"Restaurants"
04/15/2021,04/15/2021,"PROGRESSIVE *INSURANCE 800-776-4737 OH33502048 833638122",740.00,"Services"
04/15/2021,04/15/2021,"ROSINA GOURMET BALTIMORE MD01515R",21.95,"Restaurants"
04/15/2021,04/15/2021,"SPOTIFY P145C6AD92 8777781161 NY",5.29,"Merchandise"
04/16/2021,04/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",224.60,"Services"
04/16/2021,04/16/2021,"INTERNET PAYMENT - THANK YOU",-823.98,"Payments and Credits"
04/16/2021,04/16/2021,"LEVELUPMYTHB369436691 855-538-3542 MA",3.97,"Restaurants"
04/16/2021,04/16/2021,"PABC MULTI SPACE 3 BALTIMORE MD",3.00,"Services"
04/16/2021,04/16/2021,"WEGMANS BEL AIR #53 ABINGDON MD",64.74,"Supermarkets"
04/17/2021,04/17/2021,"BJS FUEL #9040 BALTIMORE MD",48.68,"Gasoline"
04/17/2021,04/17/2021,"LS PATAPSCO BICYCLES 8669321801 MD",636.00,"Merchandise"
04/17/2021,04/17/2021,"SQ *CRYIN' JOHNNIES MOUNT AIRY MD0002305843013895837665",20.00,"Restaurants"
04/17/2021,04/17/2021,"SQ *CRYIN' JOHNNIES MOUNT AIRY MD0002305843013895829643",42.68,"Restaurants"
04/17/2021,04/17/2021,"WALGREENS #6779 BALTIMORE MD",16.36,"Merchandise"
04/18/2021,04/18/2021,"CHEWY.COM 800-672-4399 FLPMT-NJMC9M3RAV",51.03,"Merchandise"
04/18/2021,04/18/2021,"GIANT FOOD INC #144 BALTIMORE MD01898R",51.73,"Supermarkets"
04/19/2021,04/19/2021,"E-ZPASS MD MPC 888-321-6824 MD",4.00,"Travel/ Entertainment"
04/19/2021,04/19/2021,"INTERNET PAYMENT - THANK YOU",-1800.00,"Payments and Credits"
04/19/2021,04/19/2021,"ROSINA GOURMET BALTIMORE MD01999R",10.98,"Restaurants"
04/19/2021,04/19/2021,"SAFEWAY 1481 BALTIMORE MD",11.67,"Supermarkets"
04/20/2021,04/20/2021,"CHICK-FIL-A #03236 BALTIMORE MD",7.84,"Restaurants"
04/21/2021,04/21/2021,"LEVELUPMYTHB372304327 855-538-3542 MA",5.57,"Restaurants"
04/22/2021,04/22/2021,"AMAZON.COM*RC4JB3BY3 AMZN.COM/BILLWA6C8JDGG96LN",6.60,"Merchandise"
04/22/2021,04/22/2021,"BJ'S FUEL #9377 BALTIMORE MD",26.73,"Gasoline"
04/22/2021,04/22/2021,"BJS WHOLESALE #0040 BALTIMORE MD",160.44,"Warehouse Clubs"
04/22/2021,04/22/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
04/22/2021,04/22/2021,"LEVELUPMYTHB372875880 855-538-3542 MA",5.57,"Restaurants"
04/22/2021,04/22/2021,"VITAMINSHOPPE655 BALTIMORE MD02220R",2.64,"Supermarkets"
04/23/2021,04/23/2021,"GIANT FOOD INC #144 BALTIMORE MD02360R",3.79,"Supermarkets"
04/23/2021,04/23/2021,"LEVELUPMYTHB373487978 855-538-3542 MA",5.57,"Restaurants"
04/23/2021,04/23/2021,"SAFEWAY 1481 BALTIMORE MD",33.76,"Supermarkets"
04/23/2021,04/23/2021,"THE HOME DEPOT #2505 BALTIMORE MD",22.94,"Home Improvement"
04/24/2021,04/24/2021,"BASKIN #360270 Q35 BALTIMORE MD",19.26,"Restaurants"
04/24/2021,04/24/2021,"TST* MAMA S ON THE HALF BALTIMORE MD",61.09,"Restaurants"
04/24/2021,04/24/2021,"URBAN CRAB SHACK PARKVILLE MD",158.83,"Restaurants"
04/25/2021,04/25/2021,"GAMESTOP #4656 NOTTINGHAM MD",15.00,"Travel/ Entertainment"
04/25/2021,04/25/2021,"JOANN STORES #2090 PARKVILLE MD",41.29,"Merchandise"
04/25/2021,04/25/2021,"SQ *FRIENDLY SNOWBALL, PARKVILLE MD0002305843013927923568",11.55,"Supermarkets"
04/25/2021,04/25/2021,"THE HOME DEPOT #2504 PARKVILLE MD",10.65,"Home Improvement"
04/25/2021,04/25/2021,"THE HOME DEPOT #2504 PARKVILLE MD",18.47,"Home Improvement"
04/25/2021,04/27/2021,"GAMESTOP #972 BALTIMORE MD",-10.59,"Payments and Credits"
04/26/2021,04/26/2021,"AMZN MKTP US*9A3LS4LL3 AMZN.COM/BILLWA1Y5142IK49X",8.47,"Merchandise"
04/26/2021,04/26/2021,"CHICK-FIL-A #03236 BALTIMORE MD",8.52,"Restaurants"
04/26/2021,04/26/2021,"LEVELUPMYTHB375229558 855-538-3542 MA",3.97,"Restaurants"
04/26/2021,04/26/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02683R",4.98,"Supermarkets"
04/27/2021,04/27/2021,"BJS FUEL #9040 BALTIMORE MD",48.11,"Gasoline"
04/27/2021,04/27/2021,"BJS WHOLESALE #0040 BALTIMORE MD",57.63,"Warehouse Clubs"
04/27/2021,04/27/2021,"KOOPER'S TAVERN FELLS PO BALTIMORE MD",43.00,"Restaurants"
04/27/2021,04/27/2021,"PLAYSTATIONNETWORK SAN MATEO CA",2.11,"Merchandise"
04/27/2021,04/27/2021,"SHELL 57544373202 BALTIMORE MD",10.00,"Gasoline"
04/27/2021,04/27/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",32.00,"Restaurants"
04/27/2021,04/27/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02755R",13.88,"Supermarkets"
04/28/2021,04/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",8.47,"Services"
04/28/2021,04/28/2021,"FELL'S POINT CREAMERY BALTIMORE MD",11.02,"Restaurants"
04/28/2021,04/28/2021,"LEVELUPMYTHB376408591 855-538-3542 MA",9.49,"Restaurants"
04/28/2021,04/28/2021,"RACE PACE BICYCLES TOWSON MD02899R",26.49,"Merchandise"
04/28/2021,04/28/2021,"SAFEWAY 1481 BALTIMORE MD",5.09,"Supermarkets"
04/28/2021,04/28/2021,"SAFEWAY 1481 BALTIMORE MD",66.73,"Supermarkets"
04/28/2021,04/28/2021,"WALGREENS #6779 BALTIMORE MD",13.77,"Merchandise"
04/29/2021,04/29/2021,"WAWA 8500 FALLSTON MD",4.02,"Gasoline"
04/30/2021,04/30/2021,"2760 LIGHTHOUSE POINT LL BALTIMORE MD",12.00,"Services"
04/30/2021,04/30/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-64.20,"Awards and Rebate Credits"
04/30/2021,04/30/2021,"INTERNET PAYMENT - THANK YOU",-2085.80,"Payments and Credits"
04/30/2021,04/30/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
04/30/2021,04/30/2021,"LORENA'S MARKET BALTIMORE MD",4.99,"Supermarkets"
04/30/2021,04/30/2021,"STARBUCKS STORE 09496 BALTIMORE MD43B7A4B77934735221",2.39,"Restaurants"
04/30/2021,04/30/2021,"TORTILLERIA SINALOA BALTIMORE MD",30.81,"Restaurants"
05/01/2021,05/01/2021,"BJS FUEL #9040 BALTIMORE MD",28.27,"Gasoline"
05/01/2021,05/01/2021,"CHEGG ORDER 844-224-5952 CA",15.85,"Merchandise"
05/01/2021,05/01/2021,"CVS/PHARMACY #02216 TOWSON MD",20.00,"Merchandise"
05/01/2021,05/01/2021,"LA TOLTECA COCKEYSVILLE MD",34.33,"Restaurants"
05/01/2021,05/01/2021,"PAPPAS RESTAURANT & LO PARKVILLE MD",79.00,"Restaurants"
05/01/2021,05/01/2021,"PAYPAL *SIDEMEN 402-935-7733 CA",53.72,"Services"
05/01/2021,05/01/2021,"TST* RAW & REFINED BALTIMORE MD",86.68,"Restaurants"
05/01/2021,05/01/2021,"WAWA 8500 FALLSTON MD",4.02,"Gasoline"
